Layout,Passenger Volume,Highway Fuel Economy,Drag Coefficient,Fuel Type,Head Room,Ground Clearance,Shoulder Room,Power,title,Trailer Weight,Cargo Volume (Seats Folded),Front Track,Volume,Front Suspension,Front,Rear Track,Leg Room,Rear,Weight Distribution,Transmission,Front Tires,Wheelbase,Seats,Length,Body Style,Market Segment,Forced Induction,Weight,Rear Suspension,Width,Direct Injection,Tongue Weight,Torque,Cargo Volume,Height,Rear Tires,City Fuel Economy,Engine Type,Hip Room,Payload,Size
Rear Wheel Drive,TBD,111 mpg,TBD,Electric,37.2 in.,5.5 in.,49.2 in.,170 hp @ N/A rpm,2015 BMW i3 specifications,N/A,36.9 cu. ft.,61.9 in.,TBD,Strut-Type,19 Aluminum,62 in.,31.9 in.,19 Aluminum,48.4/51.6,1-Speed Automatic,155/70 R19,101.2 in.,4,157.8 in.,Hatchback,Electric,None,2860 lbs,Multi-Link,69.9 in.,No,N/A,184 lb-ft @ N/A rpm,15.1 cu. ft.,62.1 in.,155/70 R19,137 mpg,-,TBD,N/A,Sub-Compact
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,2016 Mercedes-AMG CLA45 specifications,N/A,N/A,N/A,N/A,N/A,NA,N/A,N/A,NA,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,N/A,N/A,N/A,N/A,NA,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,2015 Rolls-Royce Wraith specifications,N/A,N/A,N/A,N/A,N/A,NA,N/A,N/A,NA,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,N/A,N/A,N/A,N/A,NA,N/A,N/A,N/A
All Wheel Drive,TBD,37 mpg,TBD,Gas,37.6 in.,TBD,55.2 in.,240 hp @ 5600 rpm,2016 Volvo V60 specifications,3500 lbs,TBD,62.1 in.,TBD,Strut-Type,17 Aluminum,62.0 in.,33.5 in.,17 Aluminum,TBD,8-Speed Automatic,215/50-R17,109.3 in.,5,182.5 in.,Wagon,Luxury,Turbocharger,3527 lbs,Multi-Link,73.4 in.,No,TBD,258 lb-ft @ 1500-4800 rpm,43.8 cu. ft.,58.4 in.,215/50-R17,25 mpg,2.0L I4,53.1 in.,TBD,Midsize
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,2016 Mercedes-Benz GLE Coupe specifications,N/A,N/A,N/A,N/A,N/A,NA,N/A,N/A,NA,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,N/A,N/A,N/A,N/A,NA,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,2016 Mercedes-AMG S63 specifications,N/A,N/A,N/A,N/A,N/A,NA,N/A,N/A,NA,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,N/A,N/A,N/A,N/A,NA,N/A,N/A,N/A
Front Wheel Drive,150.3 cu. ft.,TBD,TBD,Gas,37.8 in.,7.8 in.,50.8 in.,290 hp @ 6500 rpm,2016 Ford Explorer specifications,5000 lbs,81.7 cu. ft.,67.0 in.,TBD,Strut-Type,18 Aluminum,67.0 in.,33.3 in.,18 Aluminum,TBD,6-Speed Automatic,P245/60HR18,112.8 in.,7,198.3 in.,SUV,Standard,None,4457 lbs,Multi-Link,78.9 in.,No,TBD,255 lb-ft @ 4000 rpm,21.0 cu. ft.,70.0 in.,P245/60HR18,TBD,3.5L V6,40.7 in.,TBD,Fullsize
Front Wheel Drive,108.4 cu. ft.,26 mpg,TBD,Gas,39.3 in.,7.9 in.,58.7 in.,305 hp @ 6500 rpm,2015 Lincoln MKX specifications,3500 lbs,68.6 cu. ft.,65.4 in.,TBD,Strut-Type,18 Aluminum,65.2 in.,39.6 in.,18 Aluminum,58/42,6-Speed Automatic,P245/60R18 BSW,111.2 in.,5,186.7 in.,SUV,Luxury,None,4236 lbs,Multi-Link,76.0 in.,No,TBD,280 lb-ft @ 4000 rpm,32.3 cu. ft.,67.3 in.,P245/60R18 BSW,18 mpg,3.7L V6,55.2 in.,909,Midsize
Front Wheel Drive,102.2 cu. ft.,32 mpg,TBD,Gas,37.8 in.,5.1 in.,56.9 in.,288 hp @ 6500 rpm,2015 Ford Taurus specifications,1000 lbs,TBD,65.3 in.,TBD,Strut-Type,18 Aluminum,65.5 in.,38.1 in.,18 Aluminum,TBD,6-Speed Automatic,P235/55HR18,112.9 in.,5,202.9 in.,Sedan,Standard,None,4035 lbs,Multi-Link,76.2 in.,No,100 lbs,254 lb-ft @ 4000 rpm,20.1 cu. ft.,60.7 in.,P235/55HR18,22 mpg,3.5L V6,55.8 in.,N/A,Fullsize
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,2015 Porsche 911 GT3 specifications,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,-,N/A,N/A,N/A,N/A,0,N/A,Coupe,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A
All Wheel Drive,79.0 cu. ft.,22 mpg,0.26,Gas,33.5 in.,TBD,50.0 in.,545 hp @ 6400 rpm,2015 Nissan GT-R specifications,TBD,N/A,62.6 in.,TBD,Double Wishbone,20 Aluminum,63.0 in.,26.4 in.,20 Aluminum,53/54/46,6-Speed Automated Manual,255/40ZRF20,109.4 in.,4,183.8 in.,Coupe,Luxury,Turbocharger,3922 lbs,Multi-Link,74.6 in.,No,TBD,463 lb-ft @ 3200-5800 rpm,8.8 cu. ft.,53.9 in.,285/35ZRF20,16 mpg,3.8L V6,44.9 in.,N/A,Compact
Front Wheel Drive,TBD,32 mpg,0.31,Gas,37.5 in.,TBD,54.3 in.,220 hp @ 4450-6000 rpm,2016 Audi A4 specifications,TBD,34.0 cu. ft.,61.6 in.,TBD,Multi-Link,17 Aluminum,61.1 in.,35.2 in.,17 Aluminum,TBD,CVT,245/45,110.6 in.,5,185.1 in.,Sedan,Near-Luxury,Turbocharger,3583 lbs,Multi-Link,71.9 in.,Yes,TBD,258 lb-ft @ 1500-4300 rpm,12.4 cu. ft.,56.2 in.,245/45,24 mpg,2.0L I4,TBD,N/A,Compact
Rear Wheel Drive,88.8 cu. ft.,24 mpg,0.32,Gas,34.6 in.,TBD,52.8 in.,348 hp @ 6400 rpm,2016 Hyundai Genesis Coupe specifications,TBD,TBD,63.0 in.,TBD,Strut-Type,18 Aluminum,63.6 in.,30.3 in.,18 Aluminum,TBD,6-Speed Manual,225/45VR18,111.0 in.,4,182.3 in.,Coupe,Sports,None,3514 lbs,Multi-Link,73.4 in.,Yes,TBD,295 lb-ft @ 5100 rpm,10.0 cu. ft.,54.5 in.,245/45VR18,16 mpg,3.8L V6,49.2 in.,N/A,Midsize
Front Wheel Drive,101.3 cu. ft.,30 mpg,10.5,Gas,39.9 in.,8.1 in.,54.0 in.,158 hp @ 6400 rpm,2015 Jeep Compass specifications,TBD,53.6 cu. ft.,59.8 in.,49.1 cu. ft.,Strut-Type,16 Aluminum,59.8 in.,39.4 in.,16 Aluminum,59/41,5-Speed Manual,P205/70R16 BSW,103.7 in.,5,175.1 in.,SUV,Standard,None,3107 lbs,Multi-Link,71.4 in.,No,TBD,141 lb-ft @ 5000 rpm,22.7 cu. ft.,65.0 in.,P205/70R16 BSW,23 mpg,2.0L I4,51.0 in.,TBD,Compact
Front Wheel Drive,98.1 cu. ft.,31 mpg,TBD,Gas,39.0 in.,7.9 in.,55.3 in.,168 hp @ 6000 rpm,2015 Ford Escape specifications,1500 lbs,68.1 cu. ft.,61.5 in.,TBD,Strut-Type,17 Steel,61.6 in.,36.8 in.,17 Steel,TBD,6-Speed Automatic,P235/55HR17,105.9 in.,5,178.1 in.,SUV,Standard,None,3598 lbs,Multi-Link,72.4 in.,No,150 lbs,170 lb-ft @ 4500 rpm,34.3 cu. ft.,66.3 in.,P235/55HR17,22 mpg,2.5L I4,52.4 in.,TBD,Midsize
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,2016 Scion iM specifications,N/A,N/A,N/A,N/A,N/A,NA,N/A,N/A,NA,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,N/A,N/A,N/A,N/A,NA,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,2015 Ram 1500 Rebel specifications,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,-,N/A,N/A,N/A,N/A,0,N/A,Pickup Truck,Standard,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,-,N/A,N/A,Fullsize
Front Wheel Drive,149.8 cu. ft.,27 mpg,0.34,Gas,36.5 in.,6.5 in.,57.1 in.,265 hp @ 6400 rpm,2015 Infiniti QX60 specifications,TBD,TBD,65.7 in.,TBD,Strut-Type,18 Aluminum,65.7 in.,30.8 in.,18 Aluminum,56/44,1-Speed CVT,235/65R18,114.2 in.,7,196.4 in.,SUV,Near-Luxury,None,4;384,Multi-Link,77.2 in.,No,TBD,248 lb-ft @ 4400 rpm,15.8 cu. ft.,68.6 in.,235/65R18,21 mpg,3.5L V6,42.0 in.,TBD,Midsize
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,2015 Jaguar XFR-S specifications,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,-,N/A,N/A,N/A,N/A,0,N/A,Sedan,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A
Rear Wheel Drive,160.3 cu. ft.,22 mpg,TBD,Gas,38.3 in.,8.3 in.,51.9 in.,365 hp @ 5000 rpm,2015 Ford Expedition specifications,6600 lbs,108.3 cu. ft.,67.0 in.,TBD,Double Wishbone,18 Aluminum,67.2 in.,37.7 in.,18 Aluminum,TBD,6-Speed Automatic,P275/65SR18,119.0 in.,8,206.0 in.,SUV,Standard,None,5600 lbs,Multi-Link,78.8 in.,No,600 lbs,420 lb-ft @ 2500 rpm,18.6 cu. ft.,77.2 in.,P275/65SR18,16 mpg,3.5L V6,50.2 in.,1751,Fullsize
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,2016 Mazda CX-3 specifications,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,-,N/A,N/A,N/A,N/A,0,N/A,SUV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,-,N/A,N/A,Compact
Rear Wheel Drive,TBD,TBD,TBD,Gas,42.8 in.,9.1 in.,66.0 in.,360 hp @ 5400 rpm,2015 Chevrolet Silverado Heavy Duty specifications,13000 lbs,N/A,68.8 in.,TBD,Torsion-Beam,17 Steel,67.3 in.,45.3 in.,17 Steel,TBD,6-Speed Automatic,LT245/75R17,133.6 in.,3,224.4 in.,Pickup Truck,Standard,None,5909 lbs,Multi-Link,80.1 in.,No,TBD,380 lb-ft @ 4200 rpm,61.0 cu. ft.,77.8 in.,LT245/75R17,TBD,6.0L V8,60.7 in.,4306,Fullsize
Rear Wheel Drive,122.4 cu. ft.,23 mpg,TBD,Gas,38.5 in.,7.9 in.,62.6 in.,355 hp @ 5600 rpm,2016 Chevrolet Suburban specifications,8300 lbs,121.1 cu. ft.,68.7 in.,TBD,Torsion-Beam,18 Aluminum,68.7 in.,34.5 in.,18 Aluminum,51/49,6-Speed Automatic,P265/65R18,130.0 in.,9,222.4 in.,SUV,Standard,None,5664 lbs,Multi-Link,80.5 in.,Yes,TBD,383 lb-ft @ 4100 rpm,39.3 cu. ft.,74.4 in.,P265/65R18,16 mpg,5.3L V8,49.3 in.,1682,Fullsize
All Wheel Drive,TBD,31 mpg,0.30,Gas,32.6 in.,TBD,47.5 in.,211 hp @ 4300 rpm,2016 Audi TT specifications,TBD,24.7 cu. ft.,61.5 in.,TBD,Strut-Type,18 Aluminum,60.9 in.,29.2 in.,18 Aluminum,TBD,6-Speed Automated Manual,P245/40YR18,97.2 in.,4,165.3 in.,Coupe,Near-Luxury,Turbocharger,3175 lbs,Multi-Link,72.5 in.,Yes,TBD,258 lb-ft @ 1600 rpm,13.1 cu. ft.,53.2 in.,P245/40YR18,22 mpg,2.0L I4,TBD,N/A,Sub-Compact
Front Wheel Drive,97.2 cu. ft.,36 mpg,0.285,Gas,37.0 in.,TBD,56.1 in.,160 hp @ 6400 rpm,2015 Dodge Dart specifications,1000 lbs,TBD,61.7 in.,42.4 cu. ft.,Strut-Type,16 Steel,61.6 in.,35.2 in.,16 Steel,TBD,6-Speed Manual,205/55R16,106.4 in.,5,183.9 in.,Sedan,Standard,None,3122 lbs,Multi-Link,72.0 in.,No,TBD,148 lb-ft @ 4600 rpm,13.1 cu. ft.,57.7 in.,205/55R16,25 mpg,2.0L I4,52.6 in.,N/A,Compact
Front Wheel Drive,106.1 cu. ft.,37 mpg,0.27,Gas,38.0 in.,5.3 in.,56.5 in.,185 hp @ 6000 rpm,2015 Hyundai Sonata specifications,TBD,TBD,63.5 in.,TBD,Strut-Type,16 Steel,63.8 in.,35.6 in.,16 Steel,TBD,6-Speed Automatic,P205/65R16,110.4 in.,5,191.1 in.,Sedan,Standard,None,3252 lbs,Multi-Link,73.4 in.,Yes,TBD,178 lb-ft @ 4000 rpm,16.3 cu. ft.,58.1 in.,P205/65R16,25 mpg,2.4L I4,56.5 in.,N/A,Midsize
All Wheel Drive,TBD,27 mpg,0.30,Gas,36.6 in.,4.4 in.,55.9 in.,450 hp @ 5800-6400 rpm,2015 Audi S7 specifications,TBD,TBD,64.6 in.,TBD,Multi-Link,19 Aluminum,64.3 in.,37.0 in.,19 Aluminum,TBD,7-Speed Automated Manual,255/40 R19 100Y XL,114.8 in.,4,197.3 in.,Sedan,Luxury; Performance,Turbocharger,4564 lbs,Multi-Link,84.2 in.,Yes,TBD,406 lb-ft @ 1400-5200 rpm,24.5 cu. ft.,55.0 in.,255/40 R19 100Y XL,17 mpg,4.0L V8,TBD,N/A,Midsize
All Wheel Drive,TBD,TBD,TBD,Electric,32.4 in.,4.6 in.,49.6 in.,228 hp @ 5800 rpm,2015 BMW i8 specifications,N/A,TBD,64.7 in.,N/A,Double Wishbone,20 Aluminum,67.8 in.,28.2 in.,20 Aluminum,48.8/51.2,6-Speed Automatic,195/50 R20,110.2 in.,4,184.9 in.,Coupe,Electric,None,3455 lbs,Multi-Link,76.5 in.,Yes,N/A,236 lb-ft @ 3700 rpm,4.7 cu. ft.,50.8 in.,215/45 R20,TBD,-,TBD,N/A,Sub-Compact
Rear Wheel Drive,157.8 cu. ft.,27 mpg,0.34,Gas,36.5 in.,7.0 in.,57.1 in.,260 hp @ 6400 rpm,2015 Nissan Pathfinder specifications,TBD,79.8 cu. ft.,65.7 in.,TBD,Strut-Type,18 Aluminum,65.7 in.,30.7 in.,18 Aluminum,55/45,CVT,235/65R18,114.2 in.,7,197.2 in.,SUV,Standard,None,4260.4 lbs,Multi-Link,77.2 in.,No,TBD,240 lb-ft @ 4400 rpm,16.0 cu. ft.,69.6 in.,235/65R18,20 mpg,3.5L V6,42.0 in.,TBD,Midsize
All Wheel Drive,TBD,19 mpg,0.39,Gas,39.2 in.,8.3 in.,58.0 in.,475 hp @ 6000 rpm,2015 Jeep Grand Cherokee SRT specifications,7200 lbs,68.7 cu. ft.,63.7 in.,50.8 cu. ft.,Double Wishbone,20 Aluminum,64.3 in.,38.6 in.,20 Aluminum,54/46,8-Speed Automatic,P295/45ZR20,114.8 in.,5,191.3 in.,SUV,Performance,None,5150 lbs,Multi-Link,77.1 in.,No,TBD,470 lb-ft @ 4300 rpm,35.1 cu. ft.,69.1 in.,P295/45ZR20,13 mpg,6.4L V8,56.2 in.,1350,Midsize
Front Wheel Drive,101.0 cu. ft.,30 mpg,TBD,Gas,39.5 in.,5.9 in.,54.7 in.,130 hp @ 6300 rpm,2015 Kia Soul specifications,TBD,61.3 cu. ft.,62.0 in.,TBD,Strut-Type,15 Steel,62.5 in.,39.1 in.,15 Steel,TBD,6-Speed Manual,205/60R16,101.2 in.,5,163.0 in.,Hatchback,Economy,None,2714 lbs,Torsion-Beam,70.9 in.,Yes,TBD,118 lb-ft @ 4850 rpm,24.2 cu. ft.,63.0 in.,205/60R16,24 mpg,1.6L I4,TBD,N/A,Compact
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,2016 Lamborghini Huracan LP 610-4 Spyder specifications,N/A,N/A,N/A,N/A,N/A,NA,N/A,N/A,NA,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,N/A,N/A,N/A,N/A,NA,N/A,N/A,N/A
Front Wheel Drive,101.4 cu. ft.,36 mpg,0.27,Gas,37.4 in.,5.8 in.,56.7 in.,184 hp @ 6250 rpm,2016 Chrysler 200 specifications,1000 lbs,TBD,62.1 in.,46.1 cu. ft.,Strut-Type,17 Steel,62.0 in.,37.6 in.,17 Steel,TBD,9-Speed Automatic,215/55R17,108.0 in.,5,192.3 in.,Sedan,Standard,None,3473 lbs,Multi-Link,73.6 in.,No,TBD,173 lb-ft @ 4600 rpm,16.0 cu. ft.,58.7 in.,215/55R17,23 mpg,2.4L I4,52.7 in.,N/A,Midsize
All Wheel Drive,TBD,28 mpg,0.36,Gas,38.2 in.,7.1 in.,54.3 in.,220 hp @ 4450-6000 rpm,2016 Audi allroad specifications,TBD,50.5 cu. ft.,62.3 in.,TBD,Multi-Link,18 Aluminum,62.0 in.,35.2 in.,18 Aluminum,TBD,8-Speed Automatic,P245/45HR18,110.4 in.,5,185.9 in.,SUV,Luxury,Turbocharger,3891 lbs,Multi-Link,72.5 in.,Yes,TBD,258 lb-ft @ 1500-4300 rpm,27.6 cu. ft.,58.0 in.,P245/45HR18,21 mpg,2.0L I4,TBD,TBD,Midsize
Front Wheel Drive,84.9 cu. ft.,34 mpg,0.352,Gas,35.5 in.,4.1 in.,46.4 in.,160 hp @ 5500 rpm,2016 Fiat 500 Abarth specifications,TBD,26.8 cu. ft.,55.4 in.,30.2 cu. ft.,Strut-Type,16 Aluminum,55.0 in.,31.7 in.,16 Aluminum,64/36,5-Speed Manual,195/45R16 XL 84V BSW,90.6 in.,4,144.4 in.,Hatchback,Economy; Sports,Turbocharger,2512 lbs,Torsion-Beam,64.1 in.,No,TBD,170 lb-ft @ 2500-4000 rpm,9.5 cu. ft.,58.7 in.,195/45R16 XL 84V BSW,28 mpg,1.4L I4,42.6 in.,N/A,Sub-Compact
All Wheel Drive,TBD,19 mpg,TBD,Gas,TBD,12.2 in.,TBD,340 hp @ 6500 rpm,2016 Land Rover LR4 specifications,7716 lbs,90.3 cu. ft.,63.2 in.,TBD,Double Wishbone,19 Aluminum,63.5 in.,TBD,19 Aluminum,TBD,8-Speed Automatic,P255/55VR19,113.6 in.,7,190.1 in.,SUV,Luxury,Supercharger,7143 lbs,Double Wishbone,80.8 in.,Yes,772 lbs,332 lb-ft @ 3500 rpm,44.5 cu. ft.,74.1 in.,P255/55VR19,15 mpg,3.0L V6,TBD,TBD,Midsize
Rear Wheel Drive,105.4 cu. ft.,25 mpg,0.371,Gas,39.2 in.,8.6 in.,58.0 in.,290 hp @ 6400 rpm,2015 Jeep Grand Cherokee specifications,6200 lbs,68.3 cu. ft.,63.9 in.,50.8 cu. ft.,Double Wishbone,17 Aluminum,64.1 in.,38.6 in.,17 Aluminum,52/48,8-Speed Automatic,P245/70R17,114.8 in.,5,189.8 in.,SUV,Near-Luxury,None,4545 lbs,Multi-Link,76.5 in.,No,TBD,260 lb-ft @ 4800 rpm,36.3 cu. ft.,69.3 in.,P245/70R17,17 mpg,3.6L V6,56.2 in.,1180,Midsize
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,2015 McLaren P1 specifications,N/A,N/A,N/A,N/A,N/A,NA,N/A,N/A,NA,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,N/A,N/A,N/A,N/A,NA,N/A,N/A,N/A
Rear Wheel Drive,83.9 cu. ft.,31 mpg,TBD,Gas,35.1 in.,TBD,51.1 in.,272 hp @ 5500 rpm,2015 Cadillac ATS Coupe specifications,TBD,TBD,60.3 in.,TBD,Strut-Type,18 Aluminum,61.7 in.,33.5 in.,18 Aluminum,51/49,6-Speed Manual,225/40R18,109.3 in.,4,183.6 in.,Coupe,Luxury,Turbocharger,3418 lbs,Multi-Link,72.5 in.,Yes,TBD,295 lb-ft @ 3000-4600 rpm,10.4 cu. ft.,54.8 in.,255/35R18,21 mpg,2.0L I4,44.5 in.,N/A,Compact
Rear Wheel Drive,TBD,TBD,TBD,Gas,35.5 in.,TBD,50.3 in.,507 hp @ 6800 rpm,2015 Mercedes-Benz C63 AMG Coupe specifications,TBD,TBD,65.3 in.,TBD,Strut-Type,18 Aluminum,64.3 in.,33.0 in.,18 Aluminum,TBD,7-Speed Automatic,P235/40ZR18,108.9 in.,4,185.3 in.,Coupe,Luxury,None,3924 lbs,Multi-Link,70.7 in.,No,TBD,450 lb-ft @ 5200 rpm,11.7 cu. ft.,56.3 in.,P255/35ZR18,TBD,6.2L V8,TBD,N/A,Midsize
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,2016 Scion iA specifications,N/A,N/A,N/A,N/A,N/A,NA,N/A,N/A,NA,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,N/A,N/A,N/A,N/A,NA,N/A,N/A,N/A
Front Wheel Drive,85.1 cu. ft.,36 mpg,TBD,Gas,37.2 in.,TBD,49.0 in.,120 hp @ 6350 rpm,2015 Ford Fiesta specifications,N/A,25.4 cu. ft.,57.7 in.,TBD,Strut-Type,15 Steel,57.0 in.,31.2 in.,15 Steel,TBD,5-Speed Manual,P185/65HR15,98.0 in.,5,159.7 in.,Hatchback,Standard,None,2537 lbs,Torsion-Beam,67.8 in.,No,N/A,112 lb-ft @ 5000 rpm,14.9 cu. ft.,58.1 in.,P185/65HR15,28 mpg,1.6L I4,49.2 in.,N/A,Compact
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,2016 Mercedes-Benz GLE-Class specifications,N/A,N/A,N/A,N/A,N/A,NA,N/A,N/A,NA,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,N/A,N/A,N/A,N/A,NA,N/A,N/A,N/A
All Wheel Drive,115.1 cu. ft.,29 mpg,0.26,Gas,38.1 in.,TBD,57.8 in.,333 hp @ 5500 rpm,2016 Audi A8 specifications,TBD,TBD,64.7 in.,TBD,Multi-Link,19 Aluminum,64.4 in.,38.7 in.,19 Aluminum,TBD,8-Speed Automatic,P255/45HR19,117.8 in.,5,202.2 in.,Sedan,Luxury,Supercharger,4365 lbs,Multi-Link,76.7 in.,Yes,TBD,325 lb-ft @ 2900 rpm,14.2 cu. ft.,57.5 in.,P255/45HR19,19 mpg,3.0L V6,TBD,N/A,Fullsize
Front Wheel Drive,94.6 cu. ft.,38 mpg,TBD,Gas,37.1 in.,TBD,53.3 in.,110 hp @ 6500 rpm,2015 Honda Civic Natural Gas specifications,TBD,TBD,59.0 in.,TBD,Strut-Type,15 Steel,60.2 in.,36.2 in.,15 Steel,59/41,5-Speed Automatic,P195 / 65 R15 89H,105.1 in.,5,179.4 in.,Sedan,Standard,None,2933 lbs,Multi-Link,69.0 in.,No,TBD,106 lb-ft @ 4300 rpm,6.08 cu. ft.,56.5 in.,P195 / 65 R15 89H,27 mpg,1.8L I4,51.4 in.,N/A,Compact
Rear Wheel Drive,238.1 cu. ft.,TBD,TBD,Gas,39.8 in.,8.1 in.,66.6 in.,261 hp @ 5600 rpm,2015 Nissan NV Passenger specifications,6200 lbs,N/A,68.7 in.,N/A,Double Wishbone,17 Steel,68.9 in.,38.5 in.,17 Steel,TBD,5-Speed Automatic,LT245/70 R17,146.1 in.,12,240.6 in.,Van,Standard,None,6709 lbs,Solid Axle,79.9 in.,No,TBD,281 lb-ft @ 4000 rpm,28.9 cu. ft.,84.0 in.,LT245/70 R17,TBD,4.0L V6,67.2 in.,2;623,Fullsize
Front Wheel Drive,150.8 cu. ft.,24 mpg,TBD,Gas,37.8 in.,7.2 in.,57.6 in.,281 hp @ 6300 rpm,2016 Chevrolet Traverse specifications,5200 lbs,116.3 cu. ft.,67.3 in.,TBD,Strut-Type,17 Steel,67.1 in.,33.2 in.,17 Steel,TBD,6-Speed Automatic,P245/70R17 ALS,118.9 in.,8,203.7 in.,SUV,Standard,None,4713 lbs,Double Wishbone,78.5 in.,Yes,TBD,266 lb-ft @ 3400 rpm,24.4 cu. ft.,69.9 in.,P245/70R17 ALS,17 mpg,3.6L V6,48.3 in.,TBD,Fullsize
Rear Wheel Drive,103.0 cu. ft.,18 mpg,0.37,Gas,38.5 in.,TBD,59.4 in.,453 hp @ 5350 rpm,2015 Rolls-Royce Phantom specifications,TBD,TBD,66.4 in.,TBD,Double Wishbone,21 Aluminum,65.8 in.,43.7 in.,21 Aluminum,TBD,6-Speed Automatic,255/50 R21 106W,140.6 in.,5,229.9 in.,Sedan,Luxury,None,5798 lbs,Multi-Link,78.3 in.,Yes,TBD,531 lb-ft @ 3500 rpm,16.2 cu. ft.,64.5 in.,285/45 R21 109W,11 mpg,6.7L V12,TBD,N/A,Fullsize
All Wheel Drive,TBD,23 mpg,0.36,Gas,38.7 in.,8.6 in.,56.7 in.,300 hp @ 6300 rpm,2015 Porsche Cayenne specifications,7716 lbs,TBD,&amp;,TBD,Double Wishbone,18 Aluminum,65.8 in.,36.0 in.,18 Aluminum,TBD,8-Speed Automatic,255/55 R18,114.0 in.,5,190.8 in.,SUV,Luxury,None,4475 lbs,Multi-Link,76.3 in.,Yes,TBD,295 lb-ft @ 3000 rpm,62.9 cu. ft.,66.9 in.,255/55 R18,16 mpg,3.6L V6,TBD,1698,Midsize
Rear Wheel Drive,TBD,TBD,0.30,Gas,TBD,TBD,TBD,350 hp @ 7400 rpm,2015 Porsche 911 Carrera Cabriolet specifications,N/A,TBD,58.5 in.,TBD,Strut-Type,19 Aluminum,60.3 in.,TBD,19 Aluminum,TBD,7-Speed Manual,235/40 ZR 19,96.5 in.,4,176.8 in.,Convertible,Sports,None,3197 lbs,Multi-Link,71.2 in.,Yes,N/A,287 lb-ft @ 4400 rpm,5.47 cu. ft.,51.1 in.,285/35 ZR 19,TBD,3.4L Flat 6,TBD,N/A,Midsize
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,2016 Mercedes-AMG SL65 specifications,N/A,N/A,N/A,N/A,N/A,NA,N/A,N/A,NA,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,N/A,N/A,N/A,N/A,NA,N/A,N/A,N/A
All Wheel Drive,TBD,28 mpg,0.31,Gas,36.0 in.,TBD,52.8 in.,333 hp @ 5500-6500 rpm,2016 Audi S5 specifications,TBD,TBD,62.5 in.,TBD,Multi-Link,18 Aluminum,62.0 in.,31.7 in.,18 Aluminum,TBD,6-Speed Manual,245/40,108.3 in.,4,182.7 in.,Coupe,Near-Luxury; Performance,Supercharger,3858 lbs,Multi-Link,73.0 in.,Yes,TBD,325 lb-ft @ 2900-5300 rpm,12.2 cu. ft.,53.9 in.,245/40,18 mpg,3.0L V6,TBD,N/A,Compact
